filename	maf	pval	MLE	lower_ci	upper_ci	SNP_number	phenotype_name	phenotype_code
1418_3	maf_0.01	pval_1e-5	0.0925230004287236	-0.545534268457148	0.499115467832363	63	Milk type used: Skimmed	1418_3
1418_4	maf_0.01	pval_1e-5	0.664551287551496	-0.206783631456063	1.46024754233527	45	Milk type used: Soya	1418_4
1418_5	maf_0.01	pval_1e-5	1.36125946439779	-0.432812333473138	2.9573475448335	22	Milk type used: Other type of milk	1418_5
1418_6	maf_0.01	pval_1e-5	0.714315411898251	-0.163566947893694	1.54535498005115	42	Milk type used: Never/rarely have milk	1418_6
1428_0	maf_0.01	pval_1e-5	1.06186259525337	0.0539089883734267	1.99969139238164	62	Spread type: Never/rarely use spread	1428_0
1428_1	maf_0.01	pval_1e-5	0.357190972287309	-0.190348839121597	0.853511034533534	124	Spread type: Butter/spreadable butter	1428_1
1428_2	maf_0.01	pval_1e-5	4.15949221362665	-2.97824161418362	8.18577280767871	29	Spread type: Flora Pro-Active/Benecol	1428_2
1428_3	maf_0.01	pval_1e-5	0.137589885156566	-0.455688028840232	0.559757400794427	79	Spread type: Other type of spread/margarine	1428_3
1448_1	maf_0.01	pval_1e-5	0.124415725113152	-0.262470767545034	0.423650841227886	204	Bread type: White	1448_1
1448_2	maf_0.01	pval_1e-5	0.976796571603402	0.0983784764809221	1.82696729622049	49	Bread type: Brown	1448_2
1448_3	maf_0.01	pval_1e-5	0.0967033837415968	-0.3655771101759	0.406274229183466	163	Bread type: Wholemeal or wholegrain	1448_3
1448_4	maf_0.01	pval_1e-5	1.20931727265898	0.130174923316282	2.17766962392633	36	Bread type: Other type of bread	1448_4
1468_1	maf_0.01	pval_1e-5	0.198912740075382	-0.542842856061896	0.735088596756845	39	Cereal type: Bran cereal (e.g. All Bran, Branflakes)	1468_1
1468_2	maf_0.01	pval_1e-5	0.21796663213958	-0.465131730830878	0.735546058511529	48	Cereal type: Biscuit cereal (e.g. Weetabix)	1468_2
1468_3	maf_0.01	pval_1e-5	5.96086098654914e-05	-0.310506875122115	0.220612632611285	49	Cereal type: Oat cereal (e.g. Ready Brek, porridge)	1468_3
1468_4	maf_0.01	pval_1e-5	5.96086098654914e-05	-0.154719824373616	0.114381843516268	111	Cereal type: Muesli	1468_4
1468_5	maf_0.01	pval_1e-5	0.183728974071098	-0.374456039406941	0.615157955982226	102	Cereal type: Other (e.g. Cornflakes, Frosties)	1468_5
1508_1	maf_0.01	pval_1e-5	0.0102313918124261	-0.666959210084203	0.341965990122201	41	Coffee type: Decaffeinated coffee (any type)	1508_1
1508_2	maf_0.01	pval_1e-5	5.96086098654914e-05	-0.46734814185714	0.285291104091241	64	Coffee type: Instant coffee	1508_2
1508_3	maf_0.01	pval_1e-5	5.96086098654914e-05	-0.0596770890647672	0.0488794188679401	188	Coffee type: Ground coffee (include espresso, filter etc)	1508_3
1508_4	maf_0.01	pval_1e-5	1.18909114786147	0.0129228801221939	2.25746124011171	26	Coffee type: Other type of coffee	1508_4
1538_0	maf_0.01	pval_1e-5	5.96086098654914e-05	-0.259533868558574	0.160575711976897	124	Major dietary changes in the last 5 years: No	1538_0
1538_1	maf_0.01	pval_1e-5	0.71998322288505	0.0181744899456144	1.4178265988697	83	Major dietary changes in the last 5 years: Yes, because of illness	1538_1
1538_2	maf_0.01	pval_1e-5	0.306963246734875	-0.409843362011424	0.932050908408931	54	Major dietary changes in the last 5 years: Yes, because of other reasons	1538_2
1618	maf_0.01	pval_1e-5	5.96086098654914e-05	-0.249702643212786	0.162781651329869	170	Alcohol usually taken with meals	1618
1677	maf_0.01	pval_1e-5	5.96086098654914e-05	-0.190422690357616	0.141913888606727	72	Breastfed as a baby	1677
1707_1	maf_0.01	pval_1e-5	5.96086098654914e-05	-0.557360705715499	0.324248806755359	43	Handedness (chirality/laterality): Right-handed	1707_1
1707_2	maf_0.01	pval_1e-5	5.96086098654914e-05	-0.490881485317882	0.28256578726012	46	Handedness (chirality/laterality): Left-handed	1707_2
1707_3	maf_0.01	pval_1e-5	1.37113263271808	0.428075689982491	2.22218855421785	45	Handedness (chirality/laterality): Use both right and left hands equally	1707_3
1747_1	maf_0.01	pval_1e-5	0.66420179747822	0.282857171392696	1.02254907573814	327	Hair colour (natural, before greying): Blonde	1747_1
1747_2	maf_0.01	pval_1e-5	0.806445130207404	-0.0315667522485822	1.57528039706927	55	Hair colour (natural, before greying): Red	1747_2
1747_3	maf_0.01	pval_1e-5	0.313723062416038	-0.272868186253201	0.811333848805243	119	Hair colour (natural, before greying): Light brown	1747_3
1747_4	maf_0.01	pval_1e-5	5.96086098654914e-05	-0.0234664416529763	0.0219288657470171	285	Hair colour (natural, before greying): Dark brown	1747_4
1747_5	maf_0.01	pval_1e-5	0.226605203165995	-0.232343221819897	0.634363855143335	145	Hair colour (natural, before greying): Black	1747_5
1747_6	maf_0.01	pval_1e-5	1.1062052960921	0.113892571096571	2.057054855107	33	Hair colour (natural, before greying): Other	1747_6
1767	maf_0.01	pval_1e-5	1.47268053395363	0.254659289938728	2.55969783173959	31	Adopted as a child	1767
1777	maf_0.01	pval_1e-5	2.03841060793699	0.720805273353749	3.17784594412494	39	Part of a multiple birth	1777
1787	maf_0.01	pval_1e-5	0.0951156709649731	-0.396280430451705	0.442263078959597	116	Maternal smoking around birth	1787
1797	maf_0.01	pval_1e-5	5.96086098654914e-05	-0.0960956366064269	0.0836282252138898	31	Father still alive	1797
1835	maf_0.01	pval_1e-5	0.498049410683479	-0.433539277835466	1.36626804085513	31	Mother still alive	1835
1920	maf_0.01	pval_1e-5	0.425138731096057	-0.0669549939630065	0.879195741233456	244	Mood swings	1920
1930	maf_0.01	pval_1e-5	0.0725709046647932	-0.311484099092279	0.3299112611073	211	Miserableness	1930
1940	maf_0.01	pval_1e-5	0.176037888850447	-0.278462890846667	0.541093756754469	220	Irritability	1940
1950	maf_0.01	pval_1e-5	0.194703898488517	-0.236847021938744	0.55427675421289	214	Sensitivity / hurt feelings	1950
1960	maf_0.01	pval_1e-5	0.0942234701914665	-0.293235164276248	0.38754607252823	248	Fed-up feelings	1960
1970	maf_0.01	pval_1e-5	0.450068857690641	-0.0145771378928578	0.910263011115727	235	Nervous feelings	1970
1980	maf_0.01	pval_1e-5	5.96086098654914e-05	-0.135276084997406	0.0979516698889997	271	Worrier / anxious feelings	1980
1990	maf_0.01	pval_1e-5	0.388899228079039	-0.121916592118846	0.877121088551008	190	Tense / 'highly strung'	1990
2000	maf_0.01	pval_1e-5	0.1225643831969	-0.248898295588572	0.413597634617181	239	Worry too long after embarrassment	2000
20001_1001	maf_0.01	pval_1e-5	2.86616411931762	-0.937082080337871	5.80104637285703	19	Cancer code, self-reported: lung cancer	20001_1001
20001_1003	maf_0.01	pval_1e-5	6.21727952968958	1.70742650927115	9.1781005493647	32	Cancer code, self-reported: skin cancer	20001_1003
20001_1006	maf_0.01	pval_1e-5	9.99994415512057	9.99991993381563	9.99995889646071	21	Cancer code, self-reported: larynx/throat cancer	20001_1006
20001_1011	maf_0.01	pval_1e-5	3.5228861953063	-0.0902941116718781	6.33881278129856	15	Cancer code, self-reported: tongue cancer	20001_1011
20001_1017	maf_0.01	pval_1e-5	9.99993453300361	9.99989918666495	9.99993846412552	18	Cancer code, self-reported: oesophageal cancer	20001_1017
20001_1019	maf_0.01	pval_1e-5	2.63056721754586	-1.36284341157927	5.67146513771579	18	Cancer code, self-reported: small intestine/small bowel cancer	20001_1019
20001_1020	maf_0.01	pval_1e-5	4.65592961957035	1.60918912832051	6.91490842448956	36	Cancer code, self-reported: large bowel cancer/colorectal cancer	20001_1020
20001_1022	maf_0.01	pval_1e-5	2.61073378760028	0.0975531905210705	4.57206287953115	36	Cancer code, self-reported: colon cancer/sigmoid cancer	20001_1022
20001_1023	maf_0.01	pval_1e-5	4.4354519992156	-2.41307120980426	8.54031180993721	22	Cancer code, self-reported: rectal cancer	20001_1023
20001_1024	maf_0.01	pval_1e-5	6.79886922759278	2.52834228248881	9.84582236857106	16	Cancer code, self-reported: liver/hepatocellular cancer	20001_1024
20001_1032	maf_0.01	pval_1e-5	3.05394572657439	0.267161745101228	5.36425920154097	19	Cancer code, self-reported: brain cancer / primary malignant brain tumour	20001_1032
20001_1034	maf_0.01	pval_1e-5	3.11186013856637	-0.903181762931212	5.97879997550526	25	Cancer code, self-reported: kidney/renal cell cancer	20001_1034
20001_1035	maf_0.01	pval_1e-5	3.14800031095329	0.507827385442658	5.19258394603932	37	Cancer code, self-reported: bladder cancer	20001_1035
20001_1048	maf_0.01	pval_1e-5	3.71782182989223	-1.85547428828833	7.31683036127848	21	Cancer code, self-reported: leukaemia	20001_1048
20001_1050	maf_0.01	pval_1e-5	2.99223666715596	-2.26806919136085	6.86467394430378	11	Cancer code, self-reported: multiple myeloma	20001_1050
20001_1052	maf_0.01	pval_1e-5	5.72358306975032	-0.0733920744297176	9.36289003604574	20	Cancer code, self-reported: hodgkins lymphoma / hodgkins disease	20001_1052
20001_1053	maf_0.01	pval_1e-5	3.96715438711211	0.738046379655517	6.44508532045266	29	Cancer code, self-reported: non-hodgkins lymphoma	20001_1053
20001_1055	maf_0.01	pval_1e-5	9.90791753299233	8.45347713871936	12.8768599736354	33	Cancer code, self-reported: chronic lymphocytic	20001_1055
20001_1059	maf_0.01	pval_1e-5	2.19082650305229	0.283282480050436	3.74479228865317	34	Cancer code, self-reported: malignant melanoma	20001_1059
20001_1060	maf_0.01	pval_1e-5	3.5046586164873	-0.745907206343617	6.36801555817498	31	Cancer code, self-reported: non-melanoma skin cancer	20001_1060
20001_1061	maf_0.01	pval_1e-5	1.43501908608315	0.608889408340748	2.21147675254029	68	Cancer code, self-reported: basal cell carcinoma	20001_1061
20001_1062	maf_0.01	pval_1e-5	2.44799243029694	-0.0258644526614731	4.45986353641527	30	Cancer code, self-reported: squamous cell carcinoma	20001_1062
20001_1063	maf_0.01	pval_1e-5	4.29223764769928	-0.944315393459534	7.97003047543997	13	Cancer code, self-reported: primary bone cancer	20001_1063
20001_1065	maf_0.01	pval_1e-5	7.59903277840882	3.43354795972782	10.9309619121503	21	Cancer code, self-reported: thyroid cancer	20001_1065
20001_1068	maf_0.01	pval_1e-5	4.45026600253699	-2.93951810823848	8.69575976897288	10	Cancer code, self-reported: sarcoma/fibrosarcoma	20001_1068
20001_1073	maf_0.01	pval_1e-5	4.57014754242066	-0.357580964707871	7.74069830665177	22	Cancer code, self-reported: rodent ulcer	20001_1073
20001_99999	maf_0.01	pval_1e-5	3.41229775770603	-1.4877961491876	6.57620593991697	26	Cancer code, self-reported: unclassifiable	20001_99999
20002_1065	maf_0.01	pval_1e-5	0.103395610330104	-0.165220106635178	0.327715909512455	543	Non-cancer illness code, self-reported: hypertension	20002_1065
20002_1066	maf_0.01	pval_1e-5	4.8528303931706	0.52276834075893	7.83281563664759	29	Non-cancer illness code, self-reported: heart/cardiac problem	20002_1066
20002_1067	maf_0.01	pval_1e-5	3.22844134998972	-2.14686546412342	6.85751525495002	31	Non-cancer illness code, self-reported: peripheral vascular disease	20002_1067
20002_1072	maf_0.01	pval_1e-5	3.14594374849789	1.37778371865416	4.53098559043924	46	Non-cancer illness code, self-reported: essential hypertension	20002_1072
20002_1074	maf_0.01	pval_1e-5	0.322398739645901	-0.239025261935227	0.845034225606062	96	Non-cancer illness code, self-reported: angina	20002_1074
20002_1075	maf_0.01	pval_1e-5	0.946845622150878	0.191853869636974	1.65962808003626	80	Non-cancer illness code, self-reported: heart attack/myocardial infarction	20002_1075
20002_1076	maf_0.01	pval_1e-5	3.38675561657152	-4.66863030482428	7.90921268958554	19	Non-cancer illness code, self-reported: heart failure/pulmonary odema	20002_1076
20002_1077	maf_0.01	pval_1e-5	2.77514440856519	0.378205014677192	4.72227092104544	40	Non-cancer illness code, self-reported: heart arrhythmia	20002_1077
20002_1078	maf_0.01	pval_1e-5	1.71280029759486	0.736794620992133	2.58086210361744	44	Non-cancer illness code, self-reported: heart valve problem/heart murmur	20002_1078
20002_1079	maf_0.01	pval_1e-5	2.7316337844199	-0.592073178153065	5.23912048356586	21	Non-cancer illness code, self-reported: cardiomyopathy	20002_1079
20002_1080	maf_0.01	pval_1e-5	2.60024937565177	-1.63099658494862	5.68938943933128	19	Non-cancer illness code, self-reported: pericardial problem	20002_1080
20002_1081	maf_0.01	pval_1e-5	1.76022413971807	0.201414438762931	3.03121526881444	32	Non-cancer illness code, self-reported: stroke	20002_1081
20002_1082	maf_0.01	pval_1e-5	4.16248449048106	1.04075416972825	6.46547584667655	39	Non-cancer illness code, self-reported: transient ischaemic attack (tia)	20002_1082
20002_1086	maf_0.01	pval_1e-5	3.88692765318896	0.00473329526509181	6.76235083489379	17	Non-cancer illness code, self-reported: subarachnoid haemorrhage	20002_1086
20002_1087	maf_0.01	pval_1e-5	4.4979444772163	0.843093495137068	7.24044693720071	25	Non-cancer illness code, self-reported: leg claudication/ intermittent claudication	20002_1087
20002_1093	maf_0.01	pval_1e-5	3.74381255296959	-1.29575625729393	7.14902161417049	37	Non-cancer illness code, self-reported: pulmonary embolism +/- dvt	20002_1093
20002_1094	maf_0.01	pval_1e-5	1.15779464893095	0.188179318148284	2.03156213846298	48	Non-cancer illness code, self-reported: deep venous thrombosis (dvt)	20002_1094
20002_1111	maf_0.01	pval_1e-5	0.327959726486474	-0.100484632458747	0.72413313626506	252	Non-cancer illness code, self-reported: asthma	20002_1111
20002_1112	maf_0.01	pval_1e-5	1.61887576475322	0.402676528473808	2.67515070811968	32	Non-cancer illness code, self-reported: chronic obstructive airways disease/copd	20002_1112
20002_1113	maf_0.01	pval_1e-5	1.09191191108688	0.0861979467833478	2.04825067501505	42	Non-cancer illness code, self-reported: emphysema/chronic bronchitis	20002_1113
20002_1114	maf_0.01	pval_1e-5	2.72177161141515	1.26243480588941	3.92918334600212	49	Non-cancer illness code, self-reported: bronchiectasis	20002_1114
20002_1117	maf_0.01	pval_1e-5	3.09970235669104	0.770363066403899	4.89657521165735	39	Non-cancer illness code, self-reported: other respiratory problems	20002_1117
20002_1120	maf_0.01	pval_1e-5	4.86609925971863	1.22463923872669	7.66098802230593	15	Non-cancer illness code, self-reported: asbestosis	20002_1120
20002_1123	maf_0.01	pval_1e-5	2.6791305045846	0.597528221614798	4.34067440650243	36	Non-cancer illness code, self-reported: sleep apnoea	20002_1123
20002_1125	maf_0.01	pval_1e-5	2.96234584702147	0.889960554077413	4.5852473389896	46	Non-cancer illness code, self-reported: pleurisy	20002_1125
20002_1126	maf_0.01	pval_1e-5	3.20408677616373	-0.243488529961259	5.84362180978394	41	Non-cancer illness code, self-reported: spontaneous pneumothorax/recurrent pneumothorax	20002_1126
20002_1134	maf_0.01	pval_1e-5	5.61901983603961	-0.639922210533789	9.2422629837546	27	Non-cancer illness code, self-reported: oesophageal disorder	20002_1134
20002_1135	maf_0.01	pval_1e-5	2.69670669646075	1.31466182468712	3.88694891812527	36	Non-cancer illness code, self-reported: stomach disorder	20002_1135
20002_1136	maf_0.01	pval_1e-5	3.37738263701792	-0.645765853226677	6.15172908550454	27	Non-cancer illness code, self-reported: liver/biliary/pancreas problem	20002_1136
20002_1137	maf_0.01	pval_1e-5	4.54394730915198	0.273177154651142	7.44273080624801	35	Non-cancer illness code, self-reported: other abdominal problem	20002_1137
20002_1138	maf_0.01	pval_1e-5	0.195576316340811	-0.546624641695621	0.738388500665079	39	Non-cancer illness code, self-reported: gastro-oesophageal reflux (gord) / gastric reflux	20002_1138
20002_1139	maf_0.01	pval_1e-5	4.12855260296803	0.770069634338967	6.58200192562101	39	Non-cancer illness code, self-reported: oesophagitis/barretts oesophagus	20002_1139
20002_1142	maf_0.01	pval_1e-5	2.5884005012364	-0.692777758796678	5.03873408746757	30	Non-cancer illness code, self-reported: gastric/stomach ulcers	20002_1142
20002_1143	maf_0.01	pval_1e-5	2.78726088014247	0.13491470655952	4.883102384739	29	Non-cancer illness code, self-reported: gastritis/gastric erosions	20002_1143
20002_1154	maf_0.01	pval_1e-5	1.00821662371297	-0.0313970570457054	1.98804318024991	37	Non-cancer illness code, self-reported: irritable bowel syndrome	20002_1154
20002_1155	maf_0.01	pval_1e-5	4.00740875359891	-2.15636019251967	7.85703232809945	23	Non-cancer illness code, self-reported: hepatitis	20002_1155
20002_1156	maf_0.01	pval_1e-5	2.33813662748638	0.490618480762858	3.85073009774595	29	Non-cancer illness code, self-reported: infective/viral hepatitis	20002_1156
20002_1157	maf_0.01	pval_1e-5	4.30177757149315	-3.43245504425356	8.51126051348039	18	Non-cancer illness code, self-reported: non-infective hepatitis	20002_1157
20002_1158	maf_0.01	pval_1e-5	2.70503630735928	0.398046773257651	4.65622669204307	30	Non-cancer illness code, self-reported: liver failure/cirrhosis	20002_1158
20002_1161	maf_0.01	pval_1e-5	4.71891731118648	0.604929228197399	7.60816075077724	27	Non-cancer illness code, self-reported: gall bladder disease	20002_1161
20002_1162	maf_0.01	pval_1e-5	1.1944795620905	0.322884006983545	1.98264956948099	59	Non-cancer illness code, self-reported: cholelithiasis/gall stones	20002_1162
20002_1163	maf_0.01	pval_1e-5	9.99994470074435	9.99992339752371	9.99995910219242	17	Non-cancer illness code, self-reported: cholecystitis	20002_1163
20002_1165	maf_0.01	pval_1e-5	3.31876244854298	-2.31483528363012	7.02209650420038	23	Non-cancer illness code, self-reported: pancreatitis	20002_1165
20002_1190	maf_0.01	pval_1e-5	3.69022120772798	0.567338126355686	6.09808961898845	40	Non-cancer illness code, self-reported: peritonitis	20002_1190
20002_1191	maf_0.01	pval_1e-5	3.79240276147113	-1.69374365906331	7.44748393111712	14	Non-cancer illness code, self-reported: gastrointestinal bleeding	20002_1191
20002_1192	maf_0.01	pval_1e-5	2.86180292253769	0.406686709475027	4.90445385201438	15	Non-cancer illness code, self-reported: renal/kidney failure	20002_1192
20002_1193	maf_0.01	pval_1e-5	9.99996593851339	9.99996552131785	10.0000024684994	18	Non-cancer illness code, self-reported: renal failure requiring dialysis	20002_1193
20002_1194	maf_0.01	pval_1e-5	2.72809487510456	-3.0082689902992	6.66176160939927	16	Non-cancer illness code, self-reported: renal failure not requiring dialysis	20002_1194
20002_1196	maf_0.01	pval_1e-5	2.59730741423653	-1.7982348659893	5.73235303263507	25	Non-cancer illness code, self-reported: urinary tract infection/kidney infection	20002_1196
20002_1197	maf_0.01	pval_1e-5	2.24271364387327	1.09420026497595	3.22784583145647	46	Non-cancer illness code, self-reported: kidney stone/ureter stone/bladder stone	20002_1197
20002_1200	maf_0.01	pval_1e-5	9.99996174445684	9.99995362820892	9.99999101711034	22	Non-cancer illness code, self-reported: ureteric obstruction/hydronephrosis	20002_1200
20002_1201	maf_0.01	pval_1e-5	1.38320420027282	0.1539285184529	2.45022557835481	33	Non-cancer illness code, self-reported: bladder problem (not cancer)	20002_1201
20002_1202	maf_0.01	pval_1e-5	2.3861521232719	0.523383975827995	3.87438585298156	35	Non-cancer illness code, self-reported: urinary frequency / incontinence	20002_1202
20002_1220	maf_0.01	pval_1e-5	0.376622918351373	-0.126865995888697	0.862924168466084	165	Non-cancer illness code, self-reported: diabetes	20002_1220
20002_1222	maf_0.01	pval_1e-5	3.31838303374823	0.941953597762399	5.14820043183988	31	Non-cancer illness code, self-reported: type 1 diabetes	20002_1222
20002_1223	maf_0.01	pval_1e-5	1.29258705843909	0.303171306413816	2.20822656840267	45	Non-cancer illness code, self-reported: type 2 diabetes	20002_1223
20002_1224	maf_0.01	pval_1e-5	2.4755410405811	0.937425878457476	3.72289886144431	44	Non-cancer illness code, self-reported: thyroid problem (not cancer)	20002_1224
20002_1225	maf_0.01	pval_1e-5	2.73161788576556	1.15685839641282	4.03457606336618	60	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	20002_1225
20002_1226	maf_0.01	pval_1e-5	1.00631977275649	0.513194535113125	1.48892192914279	245	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	20002_1226
20002_1229	maf_0.01	pval_1e-5	3.77171890604463	-1.31246544680568	7.38371387370967	13	Non-cancer illness code, self-reported: parathyroid gland problem (not cancer)	20002_1229
20002_1234	maf_0.01	pval_1e-5	3.75835844570875	-1.26792821552394	7.2318074079004	19	Non-cancer illness code, self-reported: adrenocortical insufficiency/addison's disease	20002_1234
20002_1238	maf_0.01	pval_1e-5	4.7818355462799	-2.24625187756489	9.1632989436529	14	Non-cancer illness code, self-reported: pituitary adenoma/tumour	20002_1238
20002_1240	maf_0.01	pval_1e-5	2.94454981106919	-2.65987102073139	6.89992253103711	10	Non-cancer illness code, self-reported: neurological injury/trauma	20002_1240
20002_1242	maf_0.01	pval_1e-5	3.33560497025305	-2.18770255654288	7.0150623280873	31	Non-cancer illness code, self-reported: eye/eyelid problem	20002_1242
20002_1243	maf_0.01	pval_1e-5	4.2689968070246	0.604108382496222	7.03501210462355	18	Non-cancer illness code, self-reported: psychological/psychiatric problem	20002_1243
20002_1246	maf_0.01	pval_1e-5	2.85795724663082	-0.467263263458559	5.38366320023677	23	Non-cancer illness code, self-reported: encephalitis	20002_1246
20002_1247	maf_0.01	pval_1e-5	1.82774467964039	0.688139591239618	2.76202284117692	34	Non-cancer illness code, self-reported: meningitis	20002_1247
20002_1249	maf_0.01	pval_1e-5	5.47514680830445	0.123208128778511	9.0089105199359	16	Non-cancer illness code, self-reported: cranial nerve problem/palsy	20002_1249
20002_1250	maf_0.01	pval_1e-5	2.15243212909957	0.429651215775851	3.61255912889234	30	Non-cancer illness code, self-reported: bell's palsy/facial nerve palsy	20002_1250
20002_1251	maf_0.01	pval_1e-5	4.06226969181827	-1.02762445365624	7.20451938609526	28	Non-cancer illness code, self-reported: spinal cord disorder	20002_1251
20002_1254	maf_0.01	pval_1e-5	4.14862631276815	-0.315561847917148	7.45145130068739	14	Non-cancer illness code, self-reported: peripheral nerve disorder	20002_1254
20002_1255	maf_0.01	pval_1e-5	2.24843976118683	0.660489769097904	3.59478011155137	31	Non-cancer illness code, self-reported: peripheral neuropathy	20002_1255
20002_1257	maf_0.01	pval_1e-5	3.01259268370535	0.0218075469251788	5.32568720638845	41	Non-cancer illness code, self-reported: trapped nerve/compressed nerve	20002_1257
20002_1258	maf_0.01	pval_1e-5	5.44513549424743	0.255935350954456	8.9718269086947	16	Non-cancer illness code, self-reported: chronic/degenerative neurological problem	20002_1258
