filename	maf	pval	mean_iaf	lower_ci	upper_ci	SNP_number	phenotype_name
100019_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.270851269230769	0.123097670319978	0.398047302194741	26	Carotene
100021_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.613453981481481	0.474418974589149	0.756759916642566	27	Vitamin D
100021_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.478579241025641	0.360352221745335	0.594909495372667	39	Vitamin D
100022.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.5823629	0.454961141322675	0.713763974195523	32	Alcohol
100023_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.52297806	0.395984700031238	0.651698294351452	35	Starch
100023_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.483925368	0.333609574294192	0.635674565024029	25	Starch
100024_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.502401592592593	0.358243680569661	0.645713525173349	27	Calcium
100024_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.439120715384615	0.286179773765497	0.583998954345687	26	Calcium
100025_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.425778817857143	0.281188735480494	0.563179171094125	28	Vitamin E
100025_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.197672621875	0.100766248669869	0.285316714432268	32	Vitamin E
1001.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.355183418518519	0.240601556822458	0.461610522836222	27	Duration of strenuous sports
100150.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.62452532	0.499541414200053	0.758120997802733	25	Drinking water intake
100160.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.3048933	0.186068670073516	0.4159528513227	37	Low calorie drink intake
100170.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.267906010526316	0.169616142797295	0.353872389755092	38	Fizzy drink intake
100190.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.388508745833333	0.235077800527629	0.538111523474784	24	Orange juice intake
100240.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.625823110714286	0.502049363920551	0.760766007087902	28	Coffee consumed
100250.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.288260996	0.158642295892385	0.400439817432397	25	Instant coffee intake
100260.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.417747191176471	0.301264072707206	0.532317053677608	34	Added milk to instant coffee
100270.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.424201745714286	0.314519044086521	0.532673411735396	35	Filtered coffee intake
100280.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.333694188095238	0.230791978860551	0.434692304747347	42	Added milk to filtered coffee
100360.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.387975614285714	0.255829016463853	0.525594294487956	28	Decaffeinated coffee
100370.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.43127735	0.297949112775591	0.562890774885775	24	Intake of sugar added to coffee
100390.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.585458257692308	0.453620268809046	0.722365052462745	26	Tea consumed
100400.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.330391655882353	0.218019010441763	0.431817929311556	34	Standard tea intake
100460.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.614111970833333	0.484260614224916	0.746842819374222	24	Added milk to standard tea
100520.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.2588769725	0.157970951476996	0.351798014521227	40	Milk intake
100580.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.46811594	0.329556168434877	0.602213676494975	30	Alcohol consumed
100590.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.347927362962963	0.204281138356281	0.484168263708551	27	Red wine intake
100630.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.112518362790698	0.0566439021809541	0.156303421719985	43	Rose wine intake
100670.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.1915425625	0.103862156868562	0.269602096482822	32	White wine intake
100710.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.215571270967742	0.121621106574138	0.30032972589269	31	Beer/cider intake
100720.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.125639324324324	0.0522301019152268	0.188467690101144	37	Fortified wine intake
100730.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.170146861111111	0.0789311176380799	0.249814220661968	36	Spirits intake
100760.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.616848169565217	0.468485272398697	0.768552586399157	23	Breakfast cereal consumed
100890.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.468941144	0.315011770246216	0.616671486503041	25	Milk added to cereal
100920_0.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.332880026666667	0.154003016864139	0.493608193360653	15	Type milk consumed: did not have milk
100920_2102.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.504766555	0.340305360745685	0.665429184772873	20	Type milk consumed: semiskimmed
100920_2103.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.255204915789474	0.120451626066478	0.375631212380614	19	Type milk consumed: skimmed
100920_2104.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.213726467567568	0.109413696942729	0.304018607957298	37	Type milk consumed: wholemilk
100920_2105.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.166497579310345	0.0809280225412632	0.240111556314941	29	Type milk consumed: soya with calcium
100920_2106.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.0965659769230769	0.0450762260442772	0.139537819387416	26	Type milk consumed: soya without calcium
100920_2107.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.175980764	0.0854429118887889	0.248089215738672	25	Type milk consumed: goat/sheep milk
100920_2108.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.219890123809524	0.122012584753976	0.302259355322507	21	Type milk consumed: rice/oat/vegetable milk
100920_2109.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.322753240909091	0.214516011153052	0.420403520011603	22	Type milk consumed: powdered milk
100920_2110.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.275882611111111	0.18544229993845	0.352680852125857	18	Type milk consumed: cholesterol lowering milk
100920_2199.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.257783619047619	0.176695625200837	0.329749889161737	21	Type milk consumed: other type of milk
100940.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.679506272727273	0.536074006842975	0.835402089419414	22	Bread consumed
1011.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.469201534210526	0.375399181083394	0.564110991608367	38	Frequency of light DIY in last 4 weeks
102_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.487335853368794	0.464925322767822	0.509519481513682	564	Pulse rate, automated reading
102_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.489894809340659	0.467689323554681	0.513100171908069	546	Pulse rate, automated reading
102080.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.470257931034483	0.324081100484552	0.613263696376765	29	Yogurt/ice-cream consumers
1021.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.355745450909091	0.265932015551442	0.443221611103253	55	Duration of light DIY
102130.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.415559896296296	0.284804634011042	0.539498445987962	27	Dessert consumers
102190.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.243355320833333	0.124825997587	0.353916181988616	24	Cake intake
102250.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.61956725862069	0.498340848295774	0.74907637470125	29	Sweet snack consumers
102280.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.0963895741935484	0.029499667670014	0.149951900147971	31	Milk chocolate intake
102290.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.213248894444444	0.117957818126228	0.299902844214645	36	Dark chocolate intake
102330.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.122495334285714	0.0581402050344366	0.17739430003619	35	Sweets intake
102360.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.316087045454545	0.169897287861596	0.443934705587533	22	Sweet biscuits intake
102400.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.365509892592593	0.244789725520332	0.481059129268249	27	Savoury snack consumers
102440.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.265755808333333	0.113923253534261	0.406695611467487	24	Unsalted nuts intake
102460.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.390548613157895	0.269279810172318	0.501273682678428	38	Crisp intake
102700.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.501935617391304	0.351279456946884	0.646733282194642	23	Starchy food consumers
102800.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.417437143478261	0.266035805286603	0.562039295932282	23	Cheese consumers
102820.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.393438675	0.255410405574924	0.525117252936748	24	Hard cheese intake
102830.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.158066723255814	0.0784625172093814	0.224043708658048	43	Soft cheese intake
102840.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.14368345	0.0524856319947844	0.220763867107316	40	Blue cheese intake
102930.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.250072893333333	0.058205890082633	0.404785994841415	15	Egg consumers
103000.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.570519204347826	0.428877300552365	0.712687328384797	23	Meat consumers
103020.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.243949883333333	0.0945853290142428	0.376055446315002	24	Beef intake
103060.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.403087722222222	0.270058192263696	0.530763466131974	27	Poultry intake
103070.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.235083806896552	0.114121939271086	0.342558835010597	29	Bacon intake
1031.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.495837373873874	0.443331719757073	0.551349333510928	111	Frequency of friend/family visits
103120.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.814717275	0.713579340929948	0.93017952189144	28	Fat removed from meat
103130.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.61599573	0.450044210707014	0.786248019914559	10	Skin removed from poultry
103140.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.415815739285714	0.287658216593344	0.539997708341837	28	Fish consumer
103250.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.188900651515152	0.0883069882097043	0.276375407862684	33	Vegetarian alternatives intake
103990.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.711198196296296	0.60830562712072	0.820891909135125	27	Vegetable consumers
104020.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.34778865862069	0.220134253302067	0.46585281182722	29	Fried potatoes intake
104090.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.377029157894737	0.256362686167592	0.49176789520209	38	Side salad intake
104170.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.39914145	0.228704712572877	0.559251806801447	18	Carrot intake
104210.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.3187089375	0.17773869892399	0.450879163229842	32	Cucumber intake
104240.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.431099107407407	0.288872352053509	0.56481060311799	27	Lettuce intake
104290.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.285895152777778	0.174779960012571	0.384885570274019	36	Sweet pepper intake
104340.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.398694953846154	0.266628349034763	0.524865440664409	26	Fresh tomato intake
104400.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.628174783333333	0.481706868671966	0.788040724337292	24	Fruit consumers
104450.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.433972894117647	0.312475441589813	0.552816993624081	34	Apple intake
104460.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.413216473076923	0.277937017750394	0.546610466324872	26	Banana intake
104530.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.336830693333333	0.209264073166851	0.456462345803591	30	Orange intake
104670.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.440744547368421	0.276052967626701	0.602313705806536	19	Vitamin supplement user
104900.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.361849525806452	0.229880261447097	0.480242741454449	31	Time spent doing vigorous physical activity
104910.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.359436117647059	0.181625753323624	0.528376792369049	17	Time spent doing moderate physical activity
104920.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.0635442673076923	0.026186941647588	0.0931685117449466	52	Time spent doing light physical activity
1050.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.510281418	0.472677367263633	0.547323879389192	250	Time spend outdoors in summer
1060.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.509500985185185	0.444619428513982	0.572312112597528	81	Time spent outdoors in winter
1070.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.490044006363636	0.466032204138233	0.514905667305976	440	Time spent watching television (TV)
1080.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.504119400401606	0.473740407165118	0.536709463752835	249	Time spent using computer
1090.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.408864330769231	0.340192445295355	0.475888823453844	78	Time spent driving
1100.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.519782908163265	0.480178684679176	0.559317676706511	196	Drive faster than motorway speed limit
110001.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.580205842372881	0.494482199857971	0.667360346273436	59	Invitation to complete online 24-hour recall dietary questionnaire, acceptance
1110.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.502399588669951	0.461776284587277	0.541531787927809	203	Length of mobile phone use
1120.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.508424732231405	0.45191669952108	0.564119815923627	121	Weekly usage of mobile phone in last 3 months
1130.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.414882496363636	0.335029560938887	0.49332855037287	55	Hands-free device/speakerphone use with mobile phone in last 3 month
1140.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.469727689189189	0.358559946648582	0.579808435610484	37	Difference in mobile phone use compared to two years previously
1150_1.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.537153022641509	0.441406731683511	0.632053397737307	53	Usual side of head for mobile phone use: Left
1150_2.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.514309669014084	0.434317589400615	0.592236331261647	71	Usual side of head for mobile phone use: Right
1150_3.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.470854166666667	0.358181949861827	0.582432115095411	36	Usual side of head for mobile phone use: Equally left and right
1160.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.49128864	0.460296367030543	0.521816212612375	280	Sleep duration
1170.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.476037330927835	0.442408737353092	0.508607828899512	291	Getting up in morning
1180.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.498645086373626	0.473292878101359	0.524119371646127	455	Morning/evening person (chronotype)
1190.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.496396153353659	0.469978275764384	0.523073870425926	328	Nap during day
1200.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.474443453554502	0.440436094079593	0.509541606576757	211	Sleeplessness / insomnia
1210.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.528239625123153	0.489542809380491	0.566675467761751	203	Snoring
1220.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.47219769044586	0.428309855645418	0.514836583195793	157	Daytime dozing / sleeping (narcolepsy)
12336_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.522322106896552	0.405694701971357	0.648093815590758	29	Ventricular rate
12336_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.396064944827586	0.266844995451561	0.519023890147628	29	Ventricular rate
12338_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.473440820833333	0.337851835199639	0.600912711274063	24	P duration
12338_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.525777585714286	0.400073878820896	0.651656993592879	28	P duration
12340_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.580176266666667	0.483081615459672	0.676098474560557	36	QRS duration
12340_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.296386456410256	0.20687328966441	0.382536170266361	39	QRS duration
1239.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.455120598773006	0.413297215828958	0.494809983277713	163	Current tobacco smoking
1249.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.495016743428571	0.465590909247483	0.524541071233877	350	Past tobacco smoking
1259.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.531231020454546	0.428486219443794	0.633136560639136	44	Smoking/smokers in household
1269.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.491311711111111	0.371645986860508	0.61246694122196	36	Exposure to tobacco smoke at home
1279.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.425994471111111	0.365846580728773	0.484970681444975	90	Exposure to tobacco smoke outside home
1289.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.54157688761062	0.489279667917668	0.594472703607486	113	Cooked vegetable intake
129_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.492492487458746	0.461310231063197	0.523464230545361	606	Place of birth in UK - north co-ordinate
129_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.476231456425234	0.449013461472758	0.503250187931887	856	Place of birth in UK - north co-ordinate
1299.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.55454600647482	0.502292398387705	0.604408561663079	139	Salad / raw vegetable intake
130_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.489956002702703	0.456251818583021	0.524362878386175	518	Place of birth in UK - east co-ordinate
130_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.499813330569106	0.468547263837933	0.531529495295974	615	Place of birth in UK - east co-ordinate
1309.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.473857808888889	0.437262879909205	0.51147310422327	180	Fresh fruit intake
1319.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.495954527979275	0.455499902931766	0.536467634350548	193	Dried fruit intake
1329.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.529841257740586	0.49558979526708	0.564392671547904	239	Oily fish intake
1339.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.516962452083333	0.449998957146608	0.581280964076483	96	Non-oily fish intake
134.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.425411155172414	0.340780014371935	0.508864293696802	58	Number of self-reported cancers
1349.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.507354228378378	0.459600350943895	0.553565562334626	148	Processed meat intake
135.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.5023362625	0.479945969636653	0.524311251660076	160	Number of self-reported non-cancer illnesses
1359.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.517091087912088	0.455138989194918	0.580898133093346	91	Poultry intake
136.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.4977863125	0.46203801924488	0.532918100889639	80	Number of operations, self-reported
1369.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.498400133333333	0.440252791813036	0.555435536791511	111	Beef intake
137.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.502021869822485	0.478206537902059	0.526604997351302	169	Number of treatments/medications taken
1379.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.508803044370861	0.46159118221781	0.556334718661314	151	Lamb/mutton intake
1389.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.48784984040404	0.427060189271064	0.549665785189325	99	Pork intake
1408.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.504326111336032	0.468624434633075	0.539137193951851	247	Cheese intake
1418_1.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.50377505	0.421367854957738	0.585782366336146	60	Milk type used: Full cream
1418_2.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.473800340909091	0.379283861786921	0.571022244833193	44	Milk type used: Semi-skimmed
1418_3.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.486309866666667	0.406555138573972	0.565232892451406	63	Milk type used: Skimmed
