filename	maf	pval	MLE	lower_ci	upper_ci	SNP_number	phenotype_name	phenotype_code
20003_1141194794	maf_0.01	pval_1e-8	0.435273619492608	-1.06458168853951	1.55495278235503	24	Treatment/medication code: bendroflumethiazide	20003_1141194794
2010	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.499525343238527	0.409470176679952	12	Suffer from 'nerves'	2010
20107_1	maf_0.01	pval_1e-8	0.295077740701448	-1.74423608626369	1.73777158257975	15	Illnesses of father: Heart disease	20107_1
20107_9	maf_0.01	pval_1e-8	5.96086098654914e-05	-1.2348505221635	0.920883620259231	11	Illnesses of father: Diabetes	20107_9
20110_8	maf_0.01	pval_1e-8	5.96086098654914e-05	-1.81557584386476	1.26955060352083	11	Illnesses of mother: High blood pressure	20110_8
20110_9	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.33257640316698	0.277323352173032	13	Illnesses of mother: Diabetes	20110_9
20111_8	maf_0.01	pval_1e-8	0.77930825604672	-4.06404096656244	4.17883018208692	13	Illnesses of siblings: High blood pressure	20111_8
20116_0	maf_0.01	pval_1e-8	1.34627987331411	0.028965966082632	2.5289726127087	63	Smoking status: Never	20116_0
20116_1	maf_0.01	pval_1e-8	5.96086098654914e-05	-2.39120871315773	1.41588075195596	19	Smoking status: Previous	20116_1
20116_2	maf_0.01	pval_1e-8	3.21171077898414	-5.31296004846097	8.48011714751937	11	Smoking status: Current	20116_2
20160	maf_0.01	pval_1e-8	0.886504210098982	-2.02497685537017	3.06803695439903	31	Ever smoked	20160
2030	maf_0.01	pval_1e-8	0.997780898629676	-0.957893052632904	2.76900840791454	17	Guilty feelings	2030
2040	maf_0.01	pval_1e-8	0.286689580916048	-1.98394067678852	1.66510438908794	14	Risk taking	2040
2090	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.924134106705436	0.624359713126502	22	Seen doctor (GP) for nerves, anxiety, tension or depression	2090
2188	maf_0.01	pval_1e-8	0.959224150685433	-3.81594286479643	4.34364429761938	12	Long-standing illness, disability or infirmity	2188
22126	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.148690983270492	0.126552579528806	20	Doctor diagnosed hayfever or allergic rhinitis	22126
22127	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.113135120907681	0.0992021192199766	18	Doctor diagnosed asthma	22127
2247_0	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.550509793615045	0.465858471430591	25	Hearing difficulty/problems: No	2247_0
2247_1	maf_0.01	pval_1e-8	1.612788509821	-1.7204396097532	4.26074735071071	23	Hearing difficulty/problems: Yes	2247_1
2257	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.782769838894845	0.58590359497581	17	Hearing difficulty/problems with background noise	2257
2316	maf_0.01	pval_1e-8	0.653028592744958	-0.759122071995665	1.8572336881563	27	Wheeze or whistling in the chest in last year	2316
2395_1	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.335478470188974	0.195971155597783	165	Hair/balding pattern: Pattern 1	2395_1
2395_2	maf_0.01	pval_1e-8	1.02469276908034	-0.514359100833232	2.3937915075088	39	Hair/balding pattern: Pattern 2	2395_2
2395_3	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.227492921197812	0.189462287135229	37	Hair/balding pattern: Pattern 3	2395_3
2395_4	maf_0.01	pval_1e-8	0.0508294656220683	-0.414651908064805	0.329128826548911	157	Hair/balding pattern: Pattern 4	2395_4
2443	maf_0.01	pval_1e-8	0.412512546122137	-0.572294445603634	1.23403679348513	51	Diabetes diagnosed by doctor	2443
2492	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.760744007991192	0.493679686569311	15	Taking other prescription medications	2492
2724	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.291124134381282	0.235417190241902	27	Had menopause	2724
2986	maf_0.01	pval_1e-8	2.98222110589357	-2.72609371481727	6.96809043018372	11	Started insulin within one year diagnosis of diabetes	2986
6138_1	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.380010494390286	0.221801586274437	188	Qualifications: College or University degree	6138_1
6138_100	maf_0.01	pval_1e-8	0.105938813611725	-0.862378465399825	0.670786498629665	72	Qualifications: None of the above	6138_100
6138_2	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.713273946057538	0.453181864762704	46	Qualifications: A levels/AS levels or equivalent	6138_2
6144_3	maf_0.01	pval_1e-8	9.9999560706446	9.99994541933322	9.99996871074171	10	Never eat eggs, dairy, wheat, sugar: Wheat products	6144_3
6144_5	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.499664123935719	0.415492785498988	11	Never eat eggs, dairy, wheat, sugar: I eat all of the above	6144_5
6147_1	maf_0.01	pval_1e-8	0.256022269974505	-1.88690147022136	1.63226404570012	15	Reason for glasses/contact lenses: For short-sightedness, i.e. only or mainly for distance viewing such as driving, cinema etc (called 'myopia')	6147_1
6149_1	maf_0.01	pval_1e-8	5.96086098654914e-05	-1.03053116071693	0.540989658949734	32	Mouth/teeth dental problems: Mouth ulcers	6149_1
6149_100	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.36093434861507	0.304674272272596	10	Mouth/teeth dental problems: None of the above	6149_100
6149_6	maf_0.01	pval_1e-8	0.986769806228238	-1.00492566125799	2.68453697189872	25	Mouth/teeth dental problems: Dentures	6149_6
6150_1	maf_0.01	pval_1e-8	0.798794151539009	-3.10667913657035	3.69601999225272	10	Vascular/heart problems diagnosed by doctor: Heart attack	6150_1
6150_100	maf_0.01	pval_1e-8	0.465788924260482	-0.0584018159681846	0.975694278410866	189	Vascular/heart problems diagnosed by doctor: None of the above	6150_100
6150_2	maf_0.01	pval_1e-8	0.0705836698224325	-2.08281113012328	1.33717332077831	14	Vascular/heart problems diagnosed by doctor: Angina	6150_2
6150_4	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.0878513193474034	0.0730678665212989	195	Vascular/heart problems diagnosed by doctor: High blood pressure	6150_4
6152_100	maf_0.01	pval_1e-8	0.0393131501410856	-0.498129059656136	0.341277440940531	123	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: None of the above	6152_100
6152_5	maf_0.01	pval_1e-8	1.94538004395136	-4.42822774101626	6.25381658009286	10	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Blood clot in the leg (DVT)	6152_5
6152_8	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.436570449499766	0.276987456847403	76	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma	6152_8
6152_9	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.335614749050219	0.209235486430342	117	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	6152_9
6153_1	maf_0.01	pval_1e-8	0.89052819036173	-0.96928098419165	2.41291605249303	29	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Cholesterol lowering medication	6153_1
6153_100	maf_0.01	pval_1e-8	0.821011870567368	-0.979712572877099	2.32051671887265	26	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: None of the above	6153_100
6153_2	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.482346714789803	0.308101737883377	73	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication	6153_2
6153_3	maf_0.01	pval_1e-8	4.14626713460362	-3.73639268129416	8.56089305846506	10	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Insulin	6153_3
6154_100	maf_0.01	pval_1e-8	2.10972553662373	-0.251851644879509	4.22200078549968	22	Medication for pain relief, constipation, heartburn: None of the above	6154_100
6154_3	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.539701153185385	0.439843191858553	14	Medication for pain relief, constipation, heartburn: Paracetamol	6154_3
6159_1	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.308628320395031	0.238344663370253	34	Pain type(s) experienced in last month: Headache	6159_1
6159_100	maf_0.01	pval_1e-8	5.96086098654914e-05	-0.707830386689384	0.570590621767241	12	Pain type(s) experienced in last month: None of the above	6159_100
6177_1	maf_0.01	pval_1e-8	0.0838813110266946	-0.878273967817409	0.621238658558419	35	Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication	6177_1
6177_100	maf_0.01	pval_1e-8	0.286512242260947	-0.748816653322814	1.04087971561428	46	Medication for cholesterol, blood pressure or diabetes: None of the above	6177_100
6177_2	maf_0.01	pval_1e-8	0.40287795078293	-0.743359370000568	1.31432154117279	51	Medication for cholesterol, blood pressure or diabetes: Blood pressure medication	6177_2
6177_3	maf_0.01	pval_1e-8	3.71117017342827	-4.50081860459713	8.59549839025536	10	Medication for cholesterol, blood pressure or diabetes: Insulin	6177_3
